"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-06-06 ~ 2025-06-05"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 광주광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"123","광주광역시 북구 연제동","1109","1109","0000","연제대광로제비앙","105.6416","202505","30","39,000","-","10","개인","개인","2014","양일1로 52","-","중개거래","광주 북구","-"
"124","광주광역시 북구 연제동","36-1","0036","0001","현대","129.7300","202505","30","24,000","-","17","개인","개인","1992","양일로 55","-","중개거래","광주 북구","-"
"125","광주광역시 광산구 월계동","879-2","0879","0002","제이지파크","29.4061","202505","30","8,500","-","4","개인","개인","2017","첨단중앙로106번길 65-16","-","중개거래","광주 광산구","-"
"126","광주광역시 광산구 월곡동","613-1","0613","0001","금호타운","74.0000","202505","30","13,100","-","12","개인","개인","1991","월곡산정로 80","-","중개거래","광주 동구","-"
"127","광주광역시 광산구 장덕동","1309","1309","0000","부영애시앙1차","84.2801","202505","30","28,500","-","9","개인","개인","2008","장덕로6번길 59","-","중개거래","광주 광산구","-"
"128","광주광역시 북구 양산동","205-6","0205","0006","일신2차","59.9850","202505","30","16,835","-","15","개인","법인","1997","상촌로43번길 30","-","직거래","-","-"
"129","광주광역시 광산구 쌍암동","676-3","0676","0003","첨단센트럴파크2차","47.4400","202505","30","17,000","-","8","개인","개인","2018","첨단중앙로170번길 87","-","직거래","-","-"
"130","광주광역시 광산구 우산동","1572-5","1572","0005","동산아파트","59.6100","202505","30","9,500","-","6","개인","법인","1991","월곡산정로 20-49","-","중개거래","광주 광산구","-"
"131","광주광역시 광산구 운남동","387-22","0387","0022","삼성","84.9200","202505","30","22,800","-","16","개인","개인","1996","임방울대로 142-12","-","중개거래","광주 광산구","-"
"132","광주광역시 광산구 운남동","387-22","0387","0022","삼성","84.9200","202505","30","22,800","-","8","개인","개인","1996","임방울대로 142-12","-","중개거래","광주 광산구","-"
"133","광주광역시 광산구 산정동","939","0939","0000","태양","32.2800","202505","30","5,800","-","13","개인","개인","1988","산정공원로71번길 27","-","중개거래","광주 광산구","-"
"134","광주광역시 광산구 선암동","869","0869","0000","어등산진아리채리버필드","79.0078","202505","30","45,000","-","13","개인","개인","2025","선운중앙로 82","-","중개거래","광주 광산구","-"
"135","광주광역시 광산구 선암동","869","0869","0000","어등산진아리채리버필드","79.0078","202505","30","45,000","-","13","개인","개인","2025","선운중앙로 82","20250530","중개거래","광주 광산구","-"
"136","광주광역시 동구 계림동","52","0052","0000","두산위브","113.8106","202505","30","48,000","-","11","개인","개인","2007","무등로 374","-","중개거래","광주 동구","-"
"137","광주광역시 북구 문흥동","1011-5","1011","0005","문흥상록","59.8020","202505","30","15,200","-","18","개인","개인","1997","문산로 20","-","중개거래","광주 북구","-"
"138","광주광역시 북구 매곡동","492","0492","0000","대주피오레","84.9667","202505","30","25,000","-","6","개인","개인","2006","매곡로 93","-","중개거래","광주 북구","-"
"139","광주광역시 북구 매곡동","178-7","0178","0007","아남","84.8500","202505","30","15,000","-","15","개인","개인","1993","매곡로 92","-","중개거래","광주 북구","-"
"140","광주광역시 서구 화정동","1612","1612","0000","유니버시아드힐스테이트3단지","84.9700","202505","30","45,000","-","26","개인","개인","2016","화운로 24","20250530","중개거래","광주 서구","-"
"141","광주광역시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","84.9236","202505","30","72,000","-","14","개인","개인","2022","월드컵4강로 27","-","중개거래","광주 서구","-"
"142","광주광역시 북구 오치동","856-7","0856","0007","명진명가","35.5400","202505","30","7,500","-","8","개인","법인","2014","안산로 57","-","직거래","-","-"
"143","광주광역시 서구 동천동","648","0648","0000","우미린","131.2954","202505","30","74,700","-","8","개인","개인","2007","하남대로710번길 20","-","중개거래","광주 서구","-"
"144","광주광역시 서구 유촌동","871","0871","0000","상무버들마을주공2","59.9700","202505","30","17,000","-","6","개인","법인","1999","상무버들로 15","-","직거래","-","-"
"145","광주광역시 북구 운암동","232","0232","0000","우성","59.9600","202505","30","11,000","-","2","개인","개인","1996","서강로 160","-","직거래","-","-"
"146","광주광역시 동구 용산동","662","0662","0000","광주용산지구2BL계룡리슈빌더포레스트아파트","106.6583","202505","30","58,000","-","5","개인","개인","2019","용산1길 2","-","중개거래","광주 동구","-"
"147","광주광역시 동구 용산동","747","0747","0000","무등산골드클래스2차","84.1119","202505","30","50,000","-","14","개인","개인","2022","남문로 589","-","직거래","-","-"
"148","광주광역시 북구 용봉동","1474","1474","0000","용봉엘리체","84.5816","202505","30","37,500","-","14","개인","개인","2013","서하로94번길 60","-","중개거래","광주 북구","-"
"149","광주광역시 서구 금호동","787","0787","0000","중흥","59.4600","202505","30","16,000","-","13","개인","개인","2000","마재로 21","-","직거래","-","-"
"150","광주광역시 동구 계림동","52","0052","0000","두산위브","113.8106","202505","30","46,000","-","18","개인","개인","2007","무등로 374","-","중개거래","광주 동구","-"
"151","광주광역시 서구 풍암동","1099","1099","0000","부영APT(신암마을)","80.1864","202505","30","27,900","-","7","개인","개인","2000","풍암1로 42","-","중개거래","광주 서구","-"
"152","광주광역시 서구 풍암동","1099","1099","0000","부영APT(신암마을)","80.1864","202505","30","23,300","-","19","개인","개인","2000","풍암1로 42","-","중개거래","광주 서구","-"
"153","광주광역시 서구 쌍촌동","155","0155","0000","현대","84.4200","202505","30","28,000","-","10","개인","개인","1997","내방로240번길 10","-","중개거래","광주 서구","-"
"154","광주광역시 서구 화정동","1612","1612","0000","유니버시아드힐스테이트3단지","84.9700","202505","30","45,000","-","26","개인","개인","2016","화운로 24","-","중개거래","광주 서구","-"
"155","광주광역시 북구 용봉동","17-2","0017","0002","성산","80.2500","202505","29","16,000","제3","3","개인","개인","1985","효산로 11","-","직거래","-","25.05.29"
"156","광주광역시 북구 우산동","831","0831","0000","무등산자이앤어울림2단지","59.9625","202505","29","39,000","-","7","개인","개인","2022","동문대로65번길 20","-","중개거래","광주 북구","-"
"157","광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","75.9789","202505","29","44,500","109","9","개인","개인","2020","경양로 234","-","직거래","-","25.05.29"
"158","광주광역시 북구 용봉동","1478","1478","0000","용봉동아델리움인비엔날레","84.8097","202505","29","43,000","-","3","개인","개인","2017","운용로 49","-","중개거래","광주 북구","-"
"159","광주광역시 서구 동천동","648","0648","0000","우미린","131.2954","202505","29","67,000","-","13","개인","개인","2007","하남대로710번길 20","-","중개거래","광주 서구","-"
"160","광주광역시 서구 동천동","506","0506","0000","동천센트럴파크","84.9900","202505","29","28,000","-","3","개인","개인","2007","동천로 11","-","중개거래","광주 북구, 광주 서구","-"
"161","광주광역시 서구 풍암동","1048","1048","0000","중흥호반","59.5500","202505","29","16,800","-","10","개인","개인","2000","풍암순환로 10","-","중개거래","광주 서구, 전남 나주시","-"
"162","광주광역시 서구 풍암동","1096","1096","0000","현대삼환","134.6260","202505","29","44,500","-","5","개인","개인","2000","풍암1로 53","-","중개거래","광주 동구","-"
"163","광주광역시 남구 봉선동","1043","1043","0000","모아2단지1차","59.9200","202505","29","14,000","-","9","기타","개인","1988","봉선1로 86","-","중개거래","광주 남구","-"
"164","광주광역시 서구 화정동","1612","1612","0000","유니버시아드힐스테이트3단지","59.9900","202505","29","40,000","-","13","개인","개인","2016","화운로 24","-","중개거래","광주 서구","-"
"165","광주광역시 북구 두암동","969-1","0969","0001","주공3","41.8500","202505","29","6,200","306","10","개인","법인","1994","삼정로 50","-","중개거래","광주 북구","25.05.29"
"166","광주광역시 북구 용봉동","1355-1","1355","0001","현대3","99.9800","202505","29","26,800","-","12","개인","개인","1999","저불로 80","-","중개거래","광주 북구","-"
"167","광주광역시 서구 풍암동","1053","1053","0000","한신","59.7900","202505","29","14,850","-","10","개인","개인","2000","풍암순환로 38","-","중개거래","광주 서구","-"
"168","광주광역시 북구 용봉동","1478","1478","0000","용봉동아델리움인비엔날레","84.8097","202505","29","46,700","-","6","개인","개인","2017","운용로 49","-","중개거래","광주 북구","-"
"169","광주광역시 서구 화정동","1706","1706","0000","화정엘리체퍼스티지","84.9795","202505","29","52,000","-","17","개인","개인","2019","염화로 20","-","중개거래","광주 광산구, 광주 서구","-"
"170","광주광역시 북구 문흥동","996-3","0996","0003","라인","59.9650","202505","29","12,600","-","5","개인","개인","1994","문산로 61","-","중개거래","광주 북구","-"
"171","광주광역시 북구 용봉동","999","0999","0000","쌍용예가","114.1204","202505","29","44,500","-","2","개인","개인","2006","서하로94번길 10","-","중개거래","광주 북구","-"
"172","광주광역시 북구 운암동","67","0067","0000","벽산블루밍메가씨티1단지","120.6054","202505","29","49,000","-","11","개인","개인","2008","서강로54번길 55","-","중개거래","광주 북구","-"
"173","광주광역시 남구 진월동","331-93","0331","0093","중흥","84.8400","202505","29","16,200","-","18","개인","개인","1992","서문대로749번마길 30","-","중개거래","광주 남구","-"
"174","광주광역시 북구 삼각동","533","0533","0000","삼각동그린타운","59.8200","202505","29","16,300","-","4","개인","개인","1997","설죽로389번길 70","-","중개거래","광주 북구","-"
"175","광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","75.9867","202505","29","46,000","-","12","개인","개인","2020","경양로 234","-","중개거래","광주 동구","-"
"176","광주광역시 광산구 우산동","1633","1633","0000","무진로진아리채리버뷰","84.9629","202505","29","43,000","-","14","개인","개인","2022","풍영철길로 46","20250530","중개거래","광주 광산구","-"
"177","광주광역시 광산구 선암동","560","0560","0000","광주선운지구EGthe12단지","84.9827","202505","29","39,000","-","15","개인","개인","2014","선운중앙로 43","-","중개거래","광주 광산구","-"
"178","광주광역시 광산구 운남동","800","0800","0000","우방아이유쉘","59.7699","202505","29","28,400","-","11","개인","개인","2015","임방울대로 154-24","20250530","중개거래","광주 광산구","-"
"179","광주광역시 광산구 송정동","223","0223","0000","온세계아이조움","84.5844","202505","29","22,500","-","1","개인","개인","2004","송정로 80","-","중개거래","광주 광산구","-"
"180","광주광역시 광산구 월계동","893-1","0893","0001","무들에코클래스","19.9836","202505","29","4,900","-","14","개인","개인","2014","임방울대로826번길 60-5","-","중개거래","광주 광산구","-"
"181","광주광역시 광산구 우산동","1633","1633","0000","무진로진아리채리버뷰","84.9629","202505","29","43,000","102동","18","개인","개인","2022","풍영철길로 46","-","중개거래","광주 광산구","25.05.30"
"182","광주광역시 광산구 운남동","800","0800","0000","우방아이유쉘","59.7699","202505","29","28,400","-","11","개인","개인","2015","임방울대로 154-24","-","중개거래","광주 광산구","-"
"183","광주광역시 광산구 신가동","1034","1034","0000","신창6차부영사랑으로","84.9931","202505","29","31,500","-","11","개인","개인","2006","신창로35번길 20","-","중개거래","광주 광산구","-"
"184","광주광역시 북구 양산동","18-3","0018","0003","호반리젠시빌","37.4790","202505","29","7,000","-","3","개인","개인","2000","양산로71번길 33","-","직거래","-","-"
"185","광주광역시 광산구 산정동","1125","1125","0000","어등산대방노블랜드","116.1390","202505","29","54,000","-","11","개인","개인","2013","용아로297번길 17","-","중개거래","광주 광산구","-"
"186","광주광역시 북구 신용동","737","0737","0000","광주첨단2지구사랑으로부영","84.3616","202505","28","29,000","-","1","개인","개인","2013","첨단연신로 166","-","중개거래","광주 북구","-"
"187","광주광역시 광산구 운남동","769-1","0769","0001","운남주공5단지","84.7700","202505","28","27,500","-","3","개인","개인","1997","하남대로 248-10","-","중개거래","광주 광산구","-"
"188","광주광역시 북구 연제동","1119","1119","0000","힐스테이트연제","84.9934","202505","28","40,000","-","2","개인","개인","2020","양일1로 31","-","중개거래","광주 북구","-"
"189","광주광역시 광산구 신창동","1187","1187","0000","신창부영","84.7886","202505","28","25,600","-","8","개인","개인","2005","장신로265번길 22","-","중개거래","광주 광산구","-"
"190","광주광역시 광산구 월곡동","614-2","0614","0002","한성2차","59.0400","202505","28","8,900","203","6","개인","개인","1991","월곡산정로 96-21","-","중개거래","광주 광산구","25.05.30"
"191","광주광역시 광산구 월곡동","538-1","0538","0001","일신","72.4750","202505","28","13,250","-","2","개인","법인","1992","사암로 271","-","직거래","-","-"
"192","광주광역시 광산구 산월동","884-1","0884","0001","호반리젠시빌2","84.3979","202505","28","25,450","-","2","개인","개인","2003","첨단중앙로68번길 100","-","중개거래","광주 광산구, 광주 북구","-"
"193","광주광역시 광산구 하남동","547","0547","0000","부영사랑으로","84.8198","202505","28","26,000","-","5","개인","개인","2009","하남대로 30","-","중개거래","광주 광산구","-"
"194","광주광역시 광산구 신가동","1034","1034","0000","신창6차부영사랑으로","84.9931","202505","28","33,250","-","12","개인","개인","2006","신창로35번길 20","-","중개거래","광주 광산구","-"
"195","광주광역시 광산구 월계동","763-5","0763","0005","모아미래도","59.9451","202505","28","17,300","-","5","개인","개인","2001","월계로 77","-","중개거래","광주 광산구","-"
"196","광주광역시 북구 용두동","330","0330","0000","양산타운","59.9400","202505","28","14,300","-","5","개인","개인","1998","하서로423번길 33","-","중개거래","광주 북구","-"
"197","광주광역시 북구 일곡동","850-4","0850","0004","청솔2차","48.4500","202505","28","9,400","-","8","개인","개인","2000","설죽로 555","-","중개거래","광주 북구","-"
"198","광주광역시 서구 화정동","858-2","0858","0002","럭키","52.5600","202505","28","18,000","-","10","법인","법인","1985","염화로40번길 20","-","직거래","-","-"
"199","광주광역시 북구 오치동","1005","1005","0000","주공","44.5200","202505","28","6,800","-","13","개인","개인","1992","서하로194번길 15","-","중개거래","광주 북구","-"
"200","광주광역시 남구 방림동","571","0571","0000","봉선중길한국아델리움5차아파트","84.6496","202505","28","35,000","-","4","개인","개인","2023","봉선중길 43","-","직거래","-","-"
"201","광주광역시 남구 월산동","1065","1065","0000","반도유보라더퍼스트","59.8794","202505","28","37,400","-","19","개인","개인","2022","구성로8번길 6","-","중개거래","광주 남구","-"
"202","광주광역시 서구 광천동","896","0896","0000","호반써밋광주","84.9405","202505","28","68,000","-","32","개인","개인","2019","무진대로 919","-","중개거래","광주 서구","-"
"203","광주광역시 북구 두암동","969-1","0969","0001","주공3","41.8500","202505","28","7,400","-","13","개인","개인","1994","삼정로 50","-","중개거래","광주 동구, 광주 북구","-"
"204","광주광역시 서구 치평동","1166-7","1166","0007","호반","59.9100","202505","28","19,500","-","14","개인","개인","1998","상무공원로 128","-","중개거래","광주 서구","-"
"205","광주광역시 서구 쌍촌동","1228-1","1228","0001","빛고을파크","50.1600","202505","28","7,700","202","15","개인","개인","1991","화정로 105","-","직거래","-","25.05.29"
"206","광주광역시 남구 백운동","514-44","0514","0044","대흥양림스카이","59.0400","202505","28","9,400","-","7","개인","개인","1988","양림로 14","-","중개거래","광주 남구","-"
"207","광주광역시 동구 계림동","1845","1845","0000","두산위브3차(두산위브더파크)","59.9903","202505","28","38,200","-","9","개인","개인","2021","중앙로290번길 16","-","중개거래","광주 동구","-"
"208","광주광역시 서구 금호동","813","0813","0000","대주파크빌","59.9900","202505","28","20,000","109","22","개인","법인","2000","화개1로24번길 9","-","직거래","-","25.05.29"
"209","광주광역시 북구 일곡동","818-4","0818","0004","금호","84.7200","202505","28","26,000","-","15","개인","개인","1996","설죽로 560","-","중개거래","광주 북구","-"
"210","광주광역시 동구 용산동","636-31","0636","0031","한국","59.8800","202505","28","13,400","-","16","개인","개인","1997","화산로 352","-","중개거래","광주 동구","-"
"211","광주광역시 북구 우산동","831","0831","0000","무등산자이앤어울림2단지","59.9883","202505","28","36,500","202","10","개인","개인","2022","동문대로65번길 20","-","중개거래","광주 북구","25.05.29"
